1727644736.613875 server started (428626): version 3.3a, socket /tmp/tmux-1000/default, protocol 8
1727644736.614983 args_parse: flags end at 3 of 5
1727644736.614985 args_parse: 3 = # (type 1)
1727644736.614986 args_parse: 4 = list-buffers (type 2)
1727644736.614990 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1727644736.614992 cmdq_get_command: [bind-key/0x55724e064e10] group 54
1727644736.614994 cmdq_append <global>: [bind-key/0x55724e064e10]
1727644736.614996 yylex_token: bind
1727644736.614998 yylex_token: -N
1727644736.615000 yylex_token: Rename current session
1727644736.615001 yylex_token: $
1727644736.615003 yylex_token: command-prompt
1727644736.615005 yylex_token: -I#S
1727644736.615007 yylex_token: rename-session
1727644736.615008 yylex_token: --
1727644736.615010 yylex_token: %%
1727644736.615012 cmd_parse_build_commands 0:0: bind
1727644736.615014 cmd_parse_build_commands 0:1: -N
1727644736.615016 cmd_parse_build_commands 0:2: Rename current session
1727644736.615017 cmd_parse_build_commands 0:3: $
1727644736.615019 cmd_parse_build_commands 0:4 0:0: command-prompt
1727644736.615020 cmd_parse_build_commands 0:4 0:1: -I#S
1727644736.615022 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1727644736.615024 cmd_parse_build_commands 0:4 0:2 0:1: --
1727644736.615025 cmd_parse_build_commands 0:4 0:2 0:2: %%
1727644736.615028 cmd_parse_build_commands 0:0: command-prompt
1727644736.615029 cmd_parse_build_commands 0:1: -I#S
1727644736.615031 cmd_parse_build_commands 0:2 0:0: rename-session
1727644736.615033 cmd_parse_build_commands 0:2 0:1: --
1727644736.615034 cmd_parse_build_commands 0:2 0:2: %%
1727644736.615038 cmd_parse_build_commands 0:0: rename-session
1727644736.615040 cmd_parse_build_commands 0:1: --
1727644736.615041 cmd_parse_build_commands 0:2: %%
1727644736.615044 args_parse: flags end at 2 of 3
1727644736.615046 args_parse: 2 = %% (type 1)
1727644736.615048 cmd_parse_build_commands: rename-session "%%"
1727644736.615050 args_parse: -I = #S
1727644736.615052 args_parse: flags end at 2 of 3
1727644736.615054 args_parse: 2 = rename-session "%%" (type 2)
1727644736.615057 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1727644736.615059 args_parse: -N = Rename current session
1727644736.615061 args_parse: flags end at 3 of 5
1727644736.615062 args_parse: 3 = $ (type 1)
1727644736.615065 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type 2)
1727644736.615071 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1727644736.615073 cmdq_get_command: [bind-key/0x55724e060a40] group 62
1727644736.615075 cmdq_append <global>: [bind-key/0x55724e060a40]
1727644736.615077 yylex_token: bind
1727644736.615079 yylex_token: -N
1727644736.615081 yylex_token: Split window horizontally
1727644736.615083 yylex_get_word: %
1727644736.615085 yylex_token: split-window
1727644736.615086 yylex_token: -h
1727644736.615088 cmd_parse_build_commands 0:0: bind
